Country Name,Country Code,Year,average_value_Age dependency ratio (% of working-age population),"average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)",average_value_Population ages 15-64 (% of total population),"average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)",average_value_Population ages 65 and above (% of total population),"average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)",average_value_Population growth (annual %),"average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total",average_value_Sex ratio at birth (male births per female births)
Switzerland,CHE,2012,47.48968089,25.56025659,21.92942431,5.489943228,5.934497066,67.80135944,2690449,66.42950397,2731534,69.20917313,5421980,6.032312349,6.392460455,6.574434904,6.824894283,6.655382207,6.850423844,6.783990532,7.003677117,7.699042711,8.017142506,8.098453421,8.479761434,7.208107059,7.616816719,6.092572845,6.291961528,5.795264718,5.797538181,17.33019381,782153,19.31203422,603720,15.29650852,1385872,5.291803562,5.104647165,4.252038785,3.81101445,3.522945959,2.841220045,6.245245918,3.539626864,1.061819329,4050081,50.64587864,3946780,49.35412136,7996861,1.052
Cote d'Ivoire,CIV,2017,81.84229444,5.165330997,76.67696345,11.27217783,10.99479604,54.99270587,6636006,54.87201173,6802823,55.1109551,13438829,9.636999976,9.361677341,7.969755593,7.73896057,6.538884012,6.381201288,5.392617323,5.372441229,4.280641476,4.412790579,3.309955143,3.558706522,2.646323579,2.943008054,2.144827251,2.431904038,1.679829543,1.915469439,2.840555917,327418,2.707364089,366745,2.971070573,694160,1.155502973,1.344562445,0.769083966,0.872238821,0.480410809,0.492771025,0.302366341,0.261498281,2.54778157,12093608,49.4879606,12343867,50.5120394,24437475,1.03
Cameroon,CMR,2013,86.13169517,5.175979195,80.95571598,10.590029,10.7155453,53.72540222,5945000,53.79884553,5916115,53.65177285,11861118,9.46294997,9.533025534,8.175759426,8.214728431,6.637365828,6.677702127,5.203610758,5.234773182,4.121317347,4.123397767,3.271340835,3.230941997,2.593384887,2.497670011,2.076137719,1.934255728,1.666949763,1.489732768,2.780816345,343120,3.105039508,270816,2.455962826,613929,1.261390627,1.068534636,0.898336652,0.719369591,0.564005559,0.418767707,0.38130667,0.249290892,2.71824869,11050423,50.05332627,11026877,49.94667373,22077300,1.03
Algeria,DZA,2014,51.50918943,8.686204648,42.82298479,7.939509753,8.110978167,66.00259811,12726608,66.04788611,12964040,65.95821333,25690645,9.418655348,9.501647144,9.669351306,9.645259975,9.032065843,8.965252431,7.577426237,7.472084992,6.194156043,6.0446517,5.309610235,5.184292449,4.449388775,4.402066271,3.552351244,3.63700627,2.905371332,2.994973932,5.733120075,1156485,6.001865507,1075057,5.469655983,2231542,1.956223543,1.903527609,1.62083609,1.441724872,1.249935193,1.082023751,1.174870681,1.042379751,2.033587155,19268759,49.50393961,19654929,50.49606039,38923688,1.05
"Egypt, Arab Rep.",EGY,2010,59.614701,7.650270083,51.96443091,9.810295802,10.08645843,62.6508703,25624653,62.567789,26225985,62.73225611,51850640,9.98819339,10.19847764,8.867522578,8.968730012,7.419197215,7.48118103,6.173120543,5.996177124,5.423105112,5.274392184,4.742883315,4.80597624,4.055734408,4.080333022,3.202627839,3.179682353,2.885108796,2.660848075,4.792961342,2248818,5.490945384,1717898,4.109192364,3966714,1.91742532,1.602995918,1.518368052,1.197898303,1.096319709,0.775939561,0.958832303,0.532358582,1.98480508,40955024,49.48575205,41806220,50.51424795,82761244,1.066
Fragile and conflict affected situations,FCS,2012,84.0703886,6.03461982,76.54611463,10.39476556,10.649793,54.77029147,212647317,55.11613766,209559647,54.42383919,422206647,8.969705703,9.10117648,7.756709256,7.757362273,6.581889615,6.532253469,5.4559405,5.401131619,4.544995518,4.416039278,3.783662426,3.594702492,3.11972692,2.90793242,2.545187358,2.314740412,1.963554803,1.748707745,3.305178686,14029459,3.636300706,11449379,2.973469323,25478566,1.449859963,1.261192071,1.033585898,0.855979645,0.650424174,0.506499864,0.502430671,0.349797744,2.504928197,385816796,50.04965795,385051201,49.95034205,772742559,1.04589234
IDA only,IDX,2011,81.03808066,6.159468688,73.1603495,10.58705453,10.82512253,55.76628473,261284856,56.13726972,256085063,55.39264394,517370582,9.186103589,9.235261296,8.063132351,7.926262833,6.731507754,6.582371472,5.575638881,5.46300955,4.687984855,4.57735604,3.889981962,3.785062057,3.100123517,2.97739032,2.413282652,2.279498623,1.90245963,1.74130922,3.434906738,17226175,3.701058124,14641448,3.16702773,31867279,1.470086587,1.31204606,1.040067898,0.904109848,0.66790646,0.553310405,0.522997179,0.397561416,2.233494019,465439194,50.16870978,462308791,49.83129022,929606135,1.038799062
Japan,JPN,2010,55.89157878,35.07259865,20.81898013,4.539476249,4.997624713,64.14714689,40548737,61.97598246,41604516,66.41477232,82153251,5.006989723,5.503271604,5.632216622,6.173393736,6.29386013,6.832940835,7.511137872,8.169153257,6.583869669,7.058475797,6.045932073,6.497044772,5.859044549,6.252390774,6.755815328,7.091279234,7.747640245,7.839197599,22.49807112,16555986,25.30469709,12257292,19.56675161,28813280,6.508397413,6.225041058,5.660183128,5.093937195,5.058867476,4.006902066,8.077249077,4.240871289,0.017960542,65426533,51.08654114,62643467,48.91345886,128070000,1.056
Cambodia,KHM,2013,56.35303169,6.146851251,50.20618044,10.36189841,11.50227809,63.95782417,4980277,64.68258462,4630239,63.19621781,9610514,9.483004492,10.28620267,9.827686347,9.840112268,8.980274727,8.929628707,4.220719511,4.015769031,5.745974707,5.535484551,5.123965461,4.776664083,4.493046619,3.730172357,3.617256769,2.474516042,2.828757576,2.105390018,3.931391906,351510,4.565323439,239235,3.265219607,590744,1.865365364,1.360340974,1.305138836,0.936156553,0.805461192,0.583872885,0.589358047,0.384849195,1.64983634,7699564,51.24048254,7326766,48.75951746,15026330,1.049
Latin America & Caribbean (excluding high income),LAC,2016,49.94488794,11.72349179,37.96268036,8.509847957,9.049780595,66.80643858,193947199,66.90867667,187362082,66.70095757,381309219,8.451210987,8.911285668,8.152357542,8.401597415,7.858923115,7.940112485,7.29808584,7.209201931,6.63947999,6.431875898,6.077819534,5.793973949,5.493449509,5.197534921,4.614526805,4.289756113,3.812975392,3.475838598,7.832047033,25045177,8.640184978,19657795,6.998181143,44702755,2.911549114,2.585580131,2.156059794,1.832293169,1.589862568,1.263426435,1.982713501,1.316881407,1.101640841,289868532,50.78577535,280898638,49.21422465,570838477,1.049313585
Luxembourg,LUX,2011,45.68125033,20.33085166,25.35039867,5.853667887,6.240641939,68.64301848,175055,67.2357147,180755,70.06348973,355809,5.944526443,6.213559178,6.943587188,7.080594428,7.311238475,7.474068256,7.645536621,7.707366898,8.084111254,8.534164903,7.838371447,8.364317302,6.892215684,7.273655825,5.83833311,6.074663303,4.884126589,5.100457699,13.95571406,41422,15.90944814,30918,11.98450866,72339,3.990109069,3.826794136,3.552301175,3.061899585,3.252889647,2.536880917,5.114148249,2.558934023,2.222660503,260360,50.22895677,257987,49.77104323,518347,1.048
St. Martin (French part),MAF,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.179122749,,,,,37012,
St. Martin (French part),MAF,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.508127128,,,,,36458,
OECD members,OED,2010,50.41732124,21.57592023,28.69288274,6.506352729,7.074218867,66.54741225,430897444,65.52841455,428968788,67.60340246,859866240,6.624273614,7.092114978,6.802384055,7.131528029,6.819241895,7.06158619,7.009141629,7.244154769,6.972519399,7.204137223,6.917816034,7.109303739,6.506485079,6.561038854,5.952164621,5.87344634,5.418035493,5.251873468,14.35821684,106254575,16.15858749,79269500,12.49248894,185524054,4.340040622,4.023662638,3.763666525,3.29493601,3.180525687,2.464981179,4.874354659,2.708909116,0.660299135,657573426,50.8914153,634537282,49.1085847,1292110708,1.05188027
Peru,PER,2015,54.81625935,11.34122303,43.47503632,8.725059453,9.183905893,64.59269737,9949932,64.87376522,9731940,64.307839,19681872,8.579499985,9.266927745,7.971305909,8.245621512,7.441365125,7.578347578,7.023170981,6.797661987,6.57511514,6.119233891,5.863044091,5.369308148,5.063832961,4.655355897,4.169416486,3.872436831,3.461955091,3.21903952,7.325602987,1202039,7.837319479,1030126,6.806985756,2232165,2.57829013,2.372254948,2.041679364,1.819132757,1.518434642,1.339411294,1.698915342,1.276186757,1.256159259,15337374,50.33476215,15133365,49.66523785,30470739,1.05
Sao Tome and Principe,STP,2017,84.37472177,5.360672377,79.0140494,10.53867563,10.74124119,54.23755004,56154,54.26765627,56167,54.21001834,112318,8.148749468,8.329311842,7.262553636,7.399864878,6.587034675,6.738731783,5.905717268,5.96660554,4.442576056,4.381816427,3.743863311,3.689798282,3.243264139,3.019013609,2.534887317,2.300936203,1.860334764,1.642698581,2.907445591,3415,3.300282191,2602,2.511340604,6021,1.19834551,1.062638741,0.78375662,0.666924042,0.647493139,0.444937747,0.670686923,0.336840073,1.88401091,103476,49.96764629,103610,50.03235371,207086,1.03
Syrian Arab Republic,SYR,2018,56.06629639,7.027857433,49.03843896,9.256385077,9.616330549,64.07533477,5421036,64.22230223,5436566,63.92941779,10857605,9.125346862,9.530100671,8.740418401,9.131371271,8.80387023,8.918706968,7.713022398,7.444332458,5.963287264,5.629071828,4.657560926,4.399475871,3.984765401,3.743644324,3.347842194,3.115470308,2.629803476,2.400913545,4.503124421,411726,4.877663902,351338,4.131437711,763057,1.891080125,1.703842645,1.177436596,1.037568969,0.904437351,0.700128281,0.904709829,0.689897816,-0.884869263,8441049,49.81421136,8504013,50.18578864,16945062,1.05
Thailand,THA,2010,39.04466192,12.37066287,26.67399906,7.017695931,7.502462932,71.91933754,24666174,71.98911923,23660050,71.84673878,48326222,6.905609552,7.223591285,7.405683201,7.69062143,8.004779862,8.1284453,8.538796086,8.424215774,8.838582277,8.579642473,8.141463663,7.938814038,7.268155943,7.051888267,5.658948102,5.434517135,4.209404615,3.872540146,8.896899336,3324904,9.703852348,2653368,8.057288027,5978274,3.248806399,2.876669321,2.697891851,2.267060444,1.894722391,1.519442959,1.862431707,1.394115303,0.489622688,34263753,50.99149741,32931279,49.00850259,67195032,1.063
Tajikistan,TJK,2017,65.11221711,4.924824165,60.18739295,9.182267321,9.479541203,60.56487259,2687838,61.06013877,2690478,60.07786852,5378324,9.328179862,9.539809366,9.303736161,9.231814266,7.841021438,7.739244958,5.923122288,5.858650502,5.006551639,4.800686329,4.564565902,4.28087063,4.179077827,3.879626235,3.448538285,3.196646598,2.283078053,2.070978434,2.982714035,140156,3.18395112,124712,2.784795542,264873,1.32345832,1.165683187,0.709889613,0.673534126,0.554981063,0.493019924,0.595622124,0.452558304,2.470450701,4401952,49.57002433,4478318,50.42997567,8880270,1.065
Middle East & North Africa (IDA & IBRD countries),TMN,2015,57.03257672,7.952794086,48.29766902,8.695601569,8.913349014,63.99981033,114644790,64.27634512,115566020,63.72781844,230210814,9.037677714,9.116531788,9.299708932,9.239533415,8.585252038,8.474296261,7.107397422,7.02491463,5.85619604,5.710113781,5.118080003,4.950343611,4.265250284,4.171706445,3.530691612,3.446524296,2.780489502,2.680505199,5.089773212,9581324,5.371831446,8726872,4.812353271,18308192,1.977695011,1.844419482,1.420865566,1.278519353,1.029825608,0.914236458,0.943445263,0.775177978,1.767975709,178362335,49.58566184,181343129,50.41433816,359705464,1.056916708
Vietnam,VNM,2010,43.09664249,9.286964274,33.80967821,9.726114044,10.35301995,69.88284136,30692212,69.40596417,30782083,70.36489157,61474297,9.63169572,10.18049133,8.902074293,9.260826374,8.106961785,8.309618221,7.550962614,7.744090103,6.836745532,7.028364367,6.334792728,6.35460326,5.556382583,5.307137969,4.15855811,3.759562566,2.601676763,2.06717742,6.489994828,3540192,8.005628239,2168907,4.957913533,5709096,2.029199104,1.506877166,1.883135971,1.267835596,1.755636295,1.064232398,2.337656869,1.118968373,1.000128838,44221289,50.26994183,43746366,49.73005817,87967655,1.121
Africa Eastern and Southern,AFE,2010,87.80595942,5.563035429,81.09635164,10.65132831,10.86742505,53.57351769,141050729,53.89737038,136710943,53.24344,277761668,9.219705395,9.298212645,7.840741966,7.804807448,6.393643104,6.364860559,5.216195045,5.198861141,4.217387746,4.128246537,3.459194365,3.318519532,2.83677949,2.639316224,2.269964105,2.067195499,1.792430846,1.555995371,2.980314017,8804854,3.364452344,6647130,2.588791118,15451980,1.353866503,1.122591806,0.957770933,0.743050227,0.616829952,0.446879105,0.435984956,0.27626998,2.74740956,261702432,50.47607894,256765797,49.52392106,518468229,1.031036261
United Arab Emirates,ARE,2017,18.39797429,1.225037377,17.17293691,6.130356839,3.359496698,84.46089959,2175083,75.2175173,5833476,88.44654568,8012980,8.166166619,7.522331196,12.83435072,15.28710108,15.03013427,18.18243155,12.16440435,15.15537454,8.266141582,11.78142856,5.660083742,7.772775363,3.82951485,4.957939389,2.145813363,3.174582237,0.990550965,1.253085066,1.034677976,32901,1.137764185,65313,0.990268793,98162,0.549118796,0.43496442,0.288270941,0.314154447,0.138325788,0.143734757,0.16204866,0.09741517,1.339470237,2891724,30.48024887,6595482,69.51975113,9487206,1.045
Bolivia,BOL,2017,62.81472581,11.47173033,51.34299548,9.775515648,10.06205973,61.41950378,3420463,61.40463661,3454131,61.43421941,6874595,9.069224536,9.283525244,8.214935967,8.333963244,7.311530338,7.349061012,6.427387357,6.409672446,5.565145989,5.500235038,4.745864096,4.645844446,4.015840252,3.893188192,3.394444817,3.250305425,2.884747609,2.706364639,7.045878822,423441,7.601672852,365198,6.495310705,788635,2.425567728,2.23363789,1.943822004,1.743036489,1.414951908,1.196516773,1.817331213,1.322119553,1.449144413,5570366,49.76716839,5622487,50.23283161,11192853,1.05
Central Europe and the Baltics,CEB,2020,53.1640995,29.76736101,23.3565508,4.491334118,5.018911503,65.30658583,33164922,62.86881625,33608666,67.90486386,66773588,4.780451351,5.33502039,5.812051334,6.569167038,6.657093019,7.619438752,6.890314886,7.815657398,7.502653213,8.28169914,7.050619601,7.662933693,6.440932898,6.794329559,6.194972873,6.218322712,7.048392955,6.589383675,19.44004674,11997345,22.74267064,7879386,15.91995899,19876735,6.98706059,5.963909558,5.611269797,4.292974223,3.974562804,2.605755897,6.169777444,3.057319316,-0.148641772,52752577,51.5936133,49493753,48.4063867,102246330,
Cabo Verde,CPV,2017,50.86505482,6.837918704,44.02713611,9.084155551,9.212019612,66.28433966,174475,65.13347743,181805,67.42858626,356278,9.390270763,9.671174145,9.504130689,10.24159391,8.526055258,9.557683606,6.900284836,7.76112096,5.390614209,6.277584506,4.813848354,5.111895737,4.788836501,4.308931631,3.864517887,3.148064356,2.870763384,2.138517799,4.532481981,15768,5.886371527,8592,3.186636304,24362,1.694832999,1.064066522,1.197209125,0.567823578,1.300616337,0.705792468,1.693713066,0.848953736,1.190125956,267873,49.83692993,269626,50.16307007,537499,1.03
Europe & Central Asia (excluding high income),ECA,2018,49.5622239,18.00813461,31.46369715,5.566395296,6.376561753,66.90223741,142102361,65.65734715,135631429,68.25796089,277734230,6.008531337,6.841079346,7.288801258,8.179160411,7.91856092,8.735303886,7.253155305,7.820369221,6.781122048,7.088116667,6.209629483,6.332227175,6.106379572,5.938674709,6.487665334,5.92861832,6.037106598,5.017849402,12.0478453,31834070,14.70869713,18181382,9.149973884,50014754,4.86625031,3.674765344,3.196855507,2.184089444,2.725975333,1.531824425,3.919615976,1.759294671,0.491345516,216430250,52.13497801,198704192,47.86502199,416931527,1.06002436
Fiji,FJI,2019,53.65218637,8.641732317,45.01045406,8.210780964,8.441787391,65.0820886,284159,64.72929138,295036,65.42412947,579201,8.013512652,8.106058422,7.872053504,7.923780211,7.458154516,7.637944913,7.477061294,7.64614965,6.153814613,6.383728898,5.399593618,5.539084484,5.345834586,5.331526813,4.949247829,4.868513546,3.849237806,3.545555139,5.624229594,27649,6.298235064,22410,4.969409636,50053,2.643759852,2.28779113,1.854914396,1.474635166,1.08247,0.717138365,0.717090816,0.489844975,0.729092657,438996,49.32788737,450959,50.67211263,889955,1.06
Greece,GRC,2013,53.65476198,30.88748806,22.76727392,4.84556987,5.340518322,65.08096457,3567574,63.89421372,3568619,66.31090149,7136265,4.983105205,5.675744841,6.02608454,6.637925196,7.040814461,7.604506692,7.241997828,7.71442138,7.475782298,7.747562726,7.265091038,7.350853034,6.770095481,6.63064055,6.395886739,6.105709702,5.849786255,5.50301905,20.10187608,1223570,21.91377438,980752,18.22400325,2204213,5.207107516,4.929618746,4.65797182,4.134795549,5.134061297,4.108369736,6.914633745,5.05121922,-0.725120807,5583564,50.9207159,5381647,49.0792841,10965211,1.063
Haiti,HTI,2016,63.21799136,7.719686031,55.49830533,10.11399336,10.50070637,61.26775259,3391475,61.78275954,3249928,60.73926746,6641410,9.48193367,9.612865497,8.819651853,8.80352019,8.196463883,8.11173133,6.501711039,6.255685088,4.973498708,4.6164548,4.275748244,4.017533666,3.779241823,3.529253894,3.082147174,2.925099722,2.55836979,2.366416907,4.729680986,285777,5.206021472,226920,4.241003054,512696,1.852148385,1.59409534,1.448949831,1.219503306,1.011393871,0.795982373,0.893529386,0.631422035,1.341394984,5489355,50.63991839,5350621,49.36008161,10839976,1.05
Cambodia,KHM,2018,55.69071596,7.113009316,48.57770665,8.813655807,9.368545268,64.22990522,5387350,64.75517296,5049864,63.67867355,10437228,9.434277048,10.33143057,8.619487048,9.191929917,8.943458235,8.792004467,8.177841467,7.992077907,3.813864351,3.537035757,5.201568784,4.918660598,4.611598176,4.219954332,4.000424541,3.253235594,3.138997498,2.073799139,4.568680018,446707,5.369353958,295678,3.728493052,742401,2.353824424,1.680556978,1.434065018,0.99981993,0.889841983,0.598961341,0.691622533,0.449154804,1.490343156,8319567,51.19798127,7930228,48.80201873,16249795,1.05
North America,NAC,2016,51.2621469,22.95505336,28.29819111,6.318094793,6.730037195,66.11428429,118365207,65.23334378,119104770,67.01357328,237470108,6.888936851,7.351625031,6.871204527,7.270409752,6.630798547,6.872146251,6.295756209,6.420171097,6.206410292,6.281191893,6.300380688,6.496105753,6.770447032,6.937880478,6.804222585,6.766208079,6.14709226,5.887797751,15.1765691,30242276,16.66710063,24269225,13.65493149,54511390,5.263558893,4.859441937,3.924778145,3.414239633,2.823665413,2.378931621,4.655098174,3.002318296,0.768191349,181448935,50.51737486,177732307,49.48262514,359245796,1.047531091
Puerto Rico,PRI,2017,54.25751227,27.3735058,26.88400647,5.807251848,7.268297924,64.82667108,1116834,64.16534417,1038822,65.55197544,2155672,5.7812851,6.839635156,5.899584774,6.598872994,6.084431787,6.501838547,6.531905283,6.759845382,6.807454751,6.788498069,7.126785365,6.747044528,7.054984287,6.468675715,6.864943924,6.256234612,6.206717054,5.323032515,17.74532528,343309,19.72410028,246816,15.57465882,590083,5.81129783,4.863793616,4.866168588,4.207899121,3.59277134,2.904997771,5.453862524,3.597968312,-2.418017622,1740556,52.34303386,1584730,47.65696614,3325286,1.053
French Polynesia,PYF,2014,44.59640683,10.17071821,34.42568862,8.341444423,8.175836585,69.15809426,92582,69.31762028,95328,69.00275785,187912,7.749958821,7.640190806,8.929935161,8.385027977,7.884727692,7.464296313,7.103816954,7.190682659,7.766430572,7.694479229,6.900166215,7.349928701,6.128240068,6.159202612,4.603105674,5.012631107,3.909794702,3.930481864,7.033731437,9815,7.34864707,9298,6.730316827,19112,2.359952681,2.459627509,2.19748132,2.132449277,1.31699136,1.116893834,1.47422171,1.021346208,0.509552892,133562,49.1555428,138151,50.8444572,271713,1.049
Tanzania,TZA,2011,90.05489071,4.747452454,85.30743826,10.53819274,10.7020087,52.61637861,12069477,52.73433706,11962270,52.49787382,24031752,9.128119451,9.204040569,7.706415268,7.754110284,6.419501872,6.486303398,5.198336669,5.263984572,4.138033455,4.162471327,3.283839992,3.219953446,2.612996951,2.466716805,2.03714537,1.842931329,1.671755292,1.395353389,2.497937973,670469,2.929434161,470424,2.064512822,1140896,1.245694068,0.963337501,0.850444663,0.605032897,0.508897481,0.324613157,0.324397949,0.171529266,2.948418936,22887321,50.11070091,22786199,49.88929909,45673520,1.03
Africa Western and Central,AFW,2018,86.80926966,5.187109279,81.20800213,10.54822257,10.70932246,53.6494755,116587647,53.88191617,116910785,53.41973497,233498281,8.868902537,8.968827242,7.519337801,7.567456196,6.443510647,6.427044583,5.440292678,5.378871523,4.455110425,4.381624387,3.590031026,3.477068619,2.894690714,2.744757098,2.324440865,2.155518668,1.797376909,1.609244203,2.782856937,6551616,3.027881882,5560250,2.540630288,12111811,1.315721828,1.143915332,0.886772172,0.749863928,0.514123531,0.415029395,0.311264351,0.231821633,2.704168038,216376208,49.71544143,218853173,50.28455857,435229381,1.04791842
East Asia & Pacific (excluding high income),EAP,2019,43.5920624,14.24853662,29.2236327,6.394835187,6.85589666,69.69992895,714792401,69.45230115,744409927,69.93936649,1459202384,6.682910843,7.067446961,7.403295041,7.67583598,8.409929324,8.496814757,6.973227788,6.976313189,6.927108795,6.912749854,7.92855077,7.860544602,7.639198129,7.44134365,6.081773611,5.900066361,5.011471662,4.752354479,9.931219884,112204121,10.9022345,95711107,8.992322552,207914986,4.40418821,4.041278395,2.728619721,2.31184075,1.765067734,1.394842032,2.004358834,1.244361376,0.577654558,1029184619,49.15979819,1064364698,50.84020181,2093675075,1.094167888
Other small states,OSS,2013,58.89921369,8.163038451,47.85318694,9.311806909,8.921498865,64.09589815,8099712,61.6361904,9695204,66.3106855,17794330,9.258089761,9.880785213,8.807795049,10.32583611,7.77659682,9.204693196,6.420839174,7.522754477,5.34995168,6.158911076,4.593971982,4.914800735,4.018234257,3.995134008,3.373278999,3.093036802,2.72562577,2.293235016,5.232168201,844015,6.422676626,608607,4.162591014,1452558,2.123956384,1.6431456,1.658687195,1.124225557,1.268439018,0.758601599,1.37159403,0.636618258,2.083499756,13141161,47.33499579,14620879,52.66500421,27794594,1.033757937
"Korea, Dem. People's Rep.",PRK,2013,45.09861258,13.86122311,31.23738947,7.631009361,8.351859752,68.91864685,8585897,67.37815853,8595185,70.52950807,17181074,7.583013814,8.229274802,7.19539249,7.784082764,6.521995199,7.027845468,6.942693898,7.404191685,9.024536036,9.5117026,7.631943218,7.915267287,6.245777534,6.307106029,5.292858763,5.169574479,3.308938213,2.828603199,9.552968518,1532849,12.02909177,848643,6.963709718,2381507,4.243893968,3.301391006,3.546812805,2.219420249,2.428546395,1.069079602,1.8098386,0.373818861,0.518246253,12742849,51.11554183,12186651,48.88445817,24929500,1.05
Pacific island small states,PSS,2016,66.17750132,7.244594977,58.17294626,9.290189095,9.611930841,60.45306182,683538,60.64556655,699993,60.26660491,1383528,8.722095496,8.776627344,7.758030987,7.600297548,7.284072529,7.033183124,6.567722737,6.401410597,5.481220439,5.476567249,4.887840774,4.890597799,4.434643506,4.40647993,3.597009324,3.563599984,2.622741666,2.505910491,4.379592524,53699,4.764338308,46543,4.007166632,100231,1.933274954,1.740861339,1.367931768,1.137586591,0.813678963,0.651918994,0.649452623,0.476799708,1.366685107,1127103,49.24864448,1161494,50.75135552,2385744,1.064213695
Post-demographic dividend,PST,2017,53.62453983,28.55956064,24.75651228,5.34267764,5.835586193,65.22473325,359770077,63.88099496,361602784,66.6185999,721374788,5.808296419,6.346016723,6.199452656,6.694660735,6.427696264,6.809493203,6.474595773,6.767786969,6.697833297,6.96516776,6.889006228,7.140376609,7.018080639,7.203695857,6.787704034,6.816410853,6.235652007,6.039405002,18.62789744,116413197,20.67039871,89610864,16.50913797,206021470,5.741274171,5.366283444,4.737245581,4.198253977,3.8343648,3.093101212,6.357514158,3.851499335,0.37365276,563187969,50.92191412,542795528,49.07808588,1105983497,1.052759751
Rwanda,RWA,2015,76.30580917,4.740705269,71.5651039,10.43757986,10.71647362,56.71962995,3298430,57.00296798,3150064,56.4259828,6448492,9.203396644,9.219209235,8.667780309,8.888004402,7.800922782,7.170468208,5.589451021,5.393282901,4.318975919,4.031599341,3.192769689,3.293920734,3.355668395,3.581741138,2.48846523,2.42021349,1.947958132,1.711069729,2.688909235,181353,3.134115095,124347,2.227383851,305704,1.313092141,0.984532788,0.909284466,0.623467573,0.436142014,0.298388865,0.475596474,0.320994625,2.542700362,5786418,50.89615981,5582648,49.10384019,11369066,1.021
Saudi Arabia,SAU,2016,40.11687461,4.352482133,35.76439248,8.092974105,6.35377697,71.36899171,9371313,67.31243311,13783339,74.41873235,23154558,8.781935616,7.213628827,9.40044805,8.640902138,9.524761076,10.1106724,9.662146831,11.72996756,8.073048969,10.63791855,5.511943482,7.864003287,3.846398891,5.749867855,2.483574153,3.730309864,1.935201934,2.387684902,3.10632221,474006,3.404698698,533787,2.882012253,1007798,1.262760904,1.253511492,0.923825284,0.780651282,0.622850856,0.463719398,0.595261653,0.384130081,2.262423001,13922113,42.9119468,18521330,57.0880532,32443443,1.03
Sudan,SDN,2014,82.66733562,6.22248157,76.44485405,10.72291444,11.01217784,54.74432531,10489508,55.14764885,10301129,54.33977395,20790612,8.964258073,9.157342614,7.408937314,7.362184907,6.51574534,6.24374172,5.52131667,5.225172531,4.609723759,4.452324079,3.854186563,3.752388446,3.103354748,2.968187919,2.482975059,2.341507988,1.964236886,1.8247459,3.406455717,692782,3.642239318,600920,3.169929914,1293692,1.460876638,1.329079048,1.018570698,0.89270991,0.640962451,0.539160282,0.52182953,0.408980673,2.412107467,19020771,50.08410866,18956886,49.91589134,37977657,1.04
Suriname,SUR,2018,51.69129072,10.47641621,41.21487451,8.453576567,9.007917189,65.92336673,187942,65.63045634,191769,66.21331869,379710,8.259068877,8.646758027,7.855736056,8.137820546,7.233800338,7.418264433,6.669483594,6.548167791,6.360785574,6.262278894,6.379642693,6.294734879,5.779706946,5.751269754,5.16440614,4.955407547,3.474249557,3.190699634,6.906369902,23030,8.04221201,16749,5.783035187,39780,2.77374251,2.237736644,2.115140171,1.570317275,1.509617131,0.967119324,1.643712198,1.007861945,0.957016885,286364,49.71709431,289623,50.28290569,575987,1.076
